sku,title,image,description,galleryThumbs,gallery,performance,color,Várható szállítás,Energia osztály,Wi-Fi vezérlés,Termék adatlap,Használati utasítás,CE minősítés,Hatékonyság SCOP érték,Kültéri egység mérete,Beltéri egység mérete,Kültéri egység nettó súlya,Beltéri egység nettó súlya,Hűtőközeg,Szállítási költség
CH-S18FTXD2-NG-BLACK,"  C&H Daytona CH-S18FTXD2-NG klímaberendezés 5,2 kW R32 - fekete
",https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-BLACK/500x500/CH-S18FTXD2-NG-BLACK.jpg?time=1715861629,,https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-BLACK_altpic_1/100x100/CH-S18FTXD2-NG-BLACK.jpg?time=1715861629|https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-BLACK_altpic_2/100x100/CH-S18FTXD2-NG-BLACK.jpg?time=1715861629,https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-BLACK_altpic_1/CH-S18FTXD2-NG-BLACK.jpg?time=1715861629|https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-BLACK_altpic_2/CH-S18FTXD2-NG-BLACK.jpg?time=1715861629,"2,7 kW|3,5 kW|5,2 kW",fehér|fekete|ezüst,2024.10.07,A++/A+++,igen,Letöltöm,Letöltöm,Letöltöm,4.2,802x555x350,1013x307x221,"30,5 kg","13,5 kg",R32,INGYENES
CH-S18FVX-NG,"C&H KONZOL CH-S18FVX-NG KLÍMABERENDEZÉS 5,2 KW
",https://www.cooperklima.hu/img/82802/CH-S18FVX-NG/500x500/CH-S18FVX-NG.jpg?time=1715859392,"<ul> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">ECO-FRESH filter: gondoskodik a pormentes leveg&#x151;r&#x151;l.</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">CH SMART-ION sz&#x171;r&#x151;&#x2013; &#xFA;j gener&#xE1;ci&#xF3;s technol&#xF3;gia a leveg&#x151; teljes tiszt&#xED;t&#xE1;s&#xE1;hoz</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I Feel funkci&#xF3; - szem&#xE9;lyre szabott h&#x151;m&#xE9;rs&#xE9;kletet biztos&#xED;t, a t&#xE1;vir&#xE1;ny&#xED;t&#xF3;n l&#xE9;v&#x151; &#xE9;rz&#xE9;kel&#x151; seg&#xED;ts&#xE9;g&#xE9;vel.</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">GREEN-FIN anti korr&#xF3;zi&#xF3;s v&#xE9;delem</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">LED kijelz&#x151;</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">&#xD6;ndiagnosztika</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">8&#xB0;C temper&#xE1;l&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Automata &#xFA;jraind&#xED;t&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Wifi vez&#xE9;rl&#xE9;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pr&#xE9;mium t&#xE1;vvez&#xE9;rl&#x151;</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I-Action inverter technol&#xF3;gia</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Intelligens leolvaszt&#xE1;s</span></li></ul>",https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_1/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_2/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_3/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_4/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_5/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_6/100x100/CH-S18FVX-NG.jpg?time=1715859392,https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_1/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_2/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_3/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_4/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_5/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_6/CH-S18FVX-NG.jpg?time=1715859392,"2,7 kW|3,5 kW|5,2 kW",fehér,2024.10.07,A++/A+++,igen,Letöltöm,Letöltöm,Letöltöm,4.0,958x660x402,700x600x215,41 kg,16 kg,R32,INGYENES
CH-S09FTXD2-NG-SILVER,"  C&H Daytona CH-S09FTXD2-NG klímaberendezés 2,7 kW R32 - ezüst
",https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-SILVER/500x500/CH-S09FTXD2-NG-SILVER.jpg?time=1715861559,,https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-SILVER_altpic_1/100x100/CH-S09FTXD2-NG-SILVER.jpg?time=1715861559|https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-SILVER_altpic_2/100x100/CH-S09FTXD2-NG-SILVER.jpg?time=1715861559,https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-SILVER_altpic_1/CH-S09FTXD2-NG-SILVER.jpg?time=1715861559|https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-SILVER_altpic_2/CH-S09FTXD2-NG-SILVER.jpg?time=1715861559,"2,7 kW|3,5 kW|5,2 kW",fehér|fekete|ezüst,2024.10.07,A++/A+++,igen,Letöltöm,Letöltöm,Letöltöm,4.2,732x555x330,889x294x212,"23,5 kg",11 kg,R32,INGYENES
CH-S12FTXD2-NG-SILVER,"  C&H Daytona CH-S12FTXD2-NG klímaberendezés 3,5 kW R32 - ezüst
",https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-SILVER/500x500/CH-S12FTXD2-NG-SILVER.jpg?time=1715861593,,https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-SILVER_altpic_1/100x100/CH-S12FTXD2-NG-SILVER.jpg?time=1715861593|https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-SILVER_altpic_2/100x100/CH-S12FTXD2-NG-SILVER.jpg?time=1715861593,https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-SILVER_altpic_1/CH-S12FTXD2-NG-SILVER.jpg?time=1715861593|https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-SILVER_altpic_2/CH-S12FTXD2-NG-SILVER.jpg?time=1715861593,"2,7 kW|3,5 kW|5,2 kW",fehér|fekete|ezüst,2024.10.07,A++/A+++,igen,Letöltöm,Letöltöm,Letöltöm,4.1,732x555x330,889x294x212,"24,5 kg",11 kg,R32,INGYENES
CH-S09FTXF-NG,"C&H VITAL WIFI CH-S09FTXF2-NG klímaberendezés 2,7 kW
",https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG/500x500/CH-S09FTXF-NG.jpg?time=1720540140,"<ul> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">ECO-FRESH filter: gondoskodik a pormentes leveg&#x151;r&#x151;l.</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">CH SMART-ION sz&#x171;r&#x151;&#x2013; &#xFA;j gener&#xE1;ci&#xF3;s technol&#xF3;gia a leveg&#x151; teljes tiszt&#xED;t&#xE1;s&#xE1;hoz</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I Feel funkci&#xF3; - szem&#xE9;lyre szabott h&#x151;m&#xE9;rs&#xE9;kletet biztos&#xED;t, a t&#xE1;vir&#xE1;ny&#xED;t&#xF3;n l&#xE9;v&#x151; &#xE9;rz&#xE9;kel&#x151; seg&#xED;ts&#xE9;g&#xE9;vel.</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">GREEN-FIN anti korr&#xF3;zi&#xF3;s v&#xE9;delem</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">LED kijelz&#x151;</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">&#xD6;ndiagnosztika</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">8&#xB0;C temper&#xE1;l&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Automata &#xFA;jraind&#xED;t&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Wifi vez&#xE9;rl&#xE9;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pr&#xE9;mium t&#xE1;vvez&#xE9;rl&#x151;</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I-Action inverter technol&#xF3;gia</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Intelligens leolvaszt&#xE1;s</span></li></ul>",https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_1/100x100/CH-S09FTXF-NG.jpg?time=1720540140|https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_2/100x100/CH-S09FTXF-NG.jpg?time=1720540140|https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_3/100x100/CH-S09FTXF-NG.jpg?time=1720540140|https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_4/100x100/CH-S09FTXF-NG.jpg?time=1720540140|https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_5/100x100/CH-S09FTXF-NG.jpg?time=1720540140,https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_1/CH-S09FTXF-NG.jpg?time=1720540140|https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_2/CH-S09FTXF-NG.jpg?time=1720540140|https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_3/CH-S09FTXF-NG.jpg?time=1720540140|https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_4/CH-S09FTXF-NG.jpg?time=1720540140|https://www.cooperklima.hu/img/82802/CH-S09FTXF-NG_altpic_5/CH-S09FTXF-NG.jpg?time=1720540140,"2,7 kW|3,2 kW|4,6 kW",fehér,2024.10.07,A++/A+,igen,Letöltöm,Letöltöm,Letöltöm,4.0,732x555x330,773x250x185,"24,5 kg","8,5 kg",R32,INGYENES
CH-S09FTXA_Veyron,"C&H Veyron CH-S09FTXA klímaberendezés 2,6 kW
",https://www.cooperklima.hu/img/82802/CH-S09FTXA_Veyron/500x500/CH-S09FTXA_Veyron.jpg?time=1726749900,"<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">ECO-FRESH filter: gondoskodik a pormentes leveg&#x151;r&#x151;l.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">CH SMART-ION sz&#x171;r&#x151;&#x2013; &#xFA;j gener&#xE1;ci&#xF3;s technol&#xF3;gia a leveg&#x151; teljes tiszt&#xED;t&#xE1;s&#xE1;hoz</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I Feel funkci&#xF3; - szem&#xE9;lyre szabott h&#x151;m&#xE9;rs&#xE9;kletet biztos&#xED;t, a t&#xE1;vir&#xE1;ny&#xED;t&#xF3;n l&#xE9;v&#x151; &#xE9;rz&#xE9;kel&#x151; seg&#xED;ts&#xE9;g&#xE9;vel.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">GREEN-FIN anti korr&#xF3;zi&#xF3;s v&#xE9;delem</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">LED kijelz&#x151;</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">&#xD6;ndiagnosztika</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">8&#xB0;C temper&#xE1;l&#xE1;s</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Wifi ready</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I-Action inverter technol&#xF3;gia</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Intelligens leolvaszt&#xE1;s</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">2 &#xE9;v garancia</span></li>
</ul>",https://www.cooperklima.hu/img/82802/CH-S09FTXA_Veyron_altpic_1/100x100/CH-S09FTXA_Veyron.jpg?time=1726749900,https://www.cooperklima.hu/img/82802/CH-S09FTXA_Veyron_altpic_1/CH-S09FTXA_Veyron.jpg?time=1726749900,,,,,,Letöltöm,Letöltöm,Letöltöm,4.0,830x256x195,790x255x203,22 kg,7 kg,R32,INGYENES
CH-S09FTXD2-NG-WHITE,"  C&H Daytona CH-S09FTXD2-NG klímaberendezés 2,7 kW R32 - fehér
",https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-WHITE/500x500/CH-S09FTXD2-NG-WHITE.jpg?time=1715861573,,https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-WHITE_altpic_1/100x100/CH-S09FTXD2-NG-WHITE.jpg?time=1715861573|https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-WHITE_altpic_2/100x100/CH-S09FTXD2-NG-WHITE.jpg?time=1715861573,https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-WHITE_altpic_1/CH-S09FTXD2-NG-WHITE.jpg?time=1715861573|https://www.cooperklima.hu/img/82802/CH-S09FTXD2-NG-WHITE_altpic_2/CH-S09FTXD2-NG-WHITE.jpg?time=1715861573,"2,7 kW|3,5 kW|5,2 kW",fehér|fekete|ezüst,2024.10.07,A++/A+++,igen,Letöltöm,Letöltöm,Letöltöm,4.2,732x555x330,889x294x212,"23,5 kg",11 kg,R32,INGYENES
CH-S18FVX-NG,"C&H KONZOL CH-S18FVX-NG KLÍMABERENDEZÉS 5,2 KW
",https://www.cooperklima.hu/img/82802/CH-S18FVX-NG/500x500/CH-S18FVX-NG.jpg?time=1715859392,"<ul> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">ECO-FRESH filter: gondoskodik a pormentes leveg&#x151;r&#x151;l.</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">CH SMART-ION sz&#x171;r&#x151;&#x2013; &#xFA;j gener&#xE1;ci&#xF3;s technol&#xF3;gia a leveg&#x151; teljes tiszt&#xED;t&#xE1;s&#xE1;hoz</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I Feel funkci&#xF3; - szem&#xE9;lyre szabott h&#x151;m&#xE9;rs&#xE9;kletet biztos&#xED;t, a t&#xE1;vir&#xE1;ny&#xED;t&#xF3;n l&#xE9;v&#x151; &#xE9;rz&#xE9;kel&#x151; seg&#xED;ts&#xE9;g&#xE9;vel.</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">GREEN-FIN anti korr&#xF3;zi&#xF3;s v&#xE9;delem</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">LED kijelz&#x151;</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">&#xD6;ndiagnosztika</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">8&#xB0;C temper&#xE1;l&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Automata &#xFA;jraind&#xED;t&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Wifi vez&#xE9;rl&#xE9;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pr&#xE9;mium t&#xE1;vvez&#xE9;rl&#x151;</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I-Action inverter technol&#xF3;gia</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Intelligens leolvaszt&#xE1;s</span></li></ul>",https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_1/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_2/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_3/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_4/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_5/100x100/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_6/100x100/CH-S18FVX-NG.jpg?time=1715859392,https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_1/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_2/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_3/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_4/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_5/CH-S18FVX-NG.jpg?time=1715859392|https://www.cooperklima.hu/img/82802/CH-S18FVX-NG_altpic_6/CH-S18FVX-NG.jpg?time=1715859392,"2,7 kW|3,5 kW|5,2 kW",fehér,2024.10.07,A++/A+++,igen,Letöltöm,Letöltöm,Letöltöm,4.0,958x660x402,700x600x215,41 kg,16 kg,R32,INGYENES
CH-S09FTXA_Veyron,"C&H Veyron CH-S09FTXA klímaberendezés 2,6 kW
",https://www.cooperklima.hu/img/82802/CH-S09FTXA_Veyron/500x500/CH-S09FTXA_Veyron.jpg?time=1726749900,"<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">ECO-FRESH filter: gondoskodik a pormentes leveg&#x151;r&#x151;l.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">CH SMART-ION sz&#x171;r&#x151;&#x2013; &#xFA;j gener&#xE1;ci&#xF3;s technol&#xF3;gia a leveg&#x151; teljes tiszt&#xED;t&#xE1;s&#xE1;hoz</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I Feel funkci&#xF3; - szem&#xE9;lyre szabott h&#x151;m&#xE9;rs&#xE9;kletet biztos&#xED;t, a t&#xE1;vir&#xE1;ny&#xED;t&#xF3;n l&#xE9;v&#x151; &#xE9;rz&#xE9;kel&#x151; seg&#xED;ts&#xE9;g&#xE9;vel.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">GREEN-FIN anti korr&#xF3;zi&#xF3;s v&#xE9;delem</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">LED kijelz&#x151;</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">&#xD6;ndiagnosztika</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">8&#xB0;C temper&#xE1;l&#xE1;s</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Wifi ready</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I-Action inverter technol&#xF3;gia</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Intelligens leolvaszt&#xE1;s</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">2 &#xE9;v garancia</span></li>
</ul>",https://www.cooperklima.hu/img/82802/CH-S09FTXA_Veyron_altpic_1/100x100/CH-S09FTXA_Veyron.jpg?time=1726749900,https://www.cooperklima.hu/img/82802/CH-S09FTXA_Veyron_altpic_1/CH-S09FTXA_Veyron.jpg?time=1726749900,,,,,,Letöltöm,Letöltöm,Letöltöm,4.0,830x256x195,790x255x203,22 kg,7 kg,R32,INGYENES
CH-S18FTXF-NG,"C&H VITAL WIFI CH-S18FTXF2-NG klímaberendezés 4,6 kW
",https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG/500x500/CH-S18FTXF-NG.jpg?time=1720540208,"<ul> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">ECO-FRESH filter: gondoskodik a pormentes leveg&#x151;r&#x151;l.</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">CH SMART-ION sz&#x171;r&#x151;&#x2013; &#xFA;j gener&#xE1;ci&#xF3;s technol&#xF3;gia a leveg&#x151; teljes tiszt&#xED;t&#xE1;s&#xE1;hoz</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I Feel funkci&#xF3; - szem&#xE9;lyre szabott h&#x151;m&#xE9;rs&#xE9;kletet biztos&#xED;t, a t&#xE1;vir&#xE1;ny&#xED;t&#xF3;n l&#xE9;v&#x151; &#xE9;rz&#xE9;kel&#x151; seg&#xED;ts&#xE9;g&#xE9;vel.</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">GREEN-FIN anti korr&#xF3;zi&#xF3;s v&#xE9;delem</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">LED kijelz&#x151;</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">&#xD6;ndiagnosztika</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">8&#xB0;C temper&#xE1;l&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Automata &#xFA;jraind&#xED;t&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Wifi vez&#xE9;rl&#xE9;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pr&#xE9;mium t&#xE1;vvez&#xE9;rl&#x151;</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">I-Action inverter technol&#xF3;gia</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Intelligens leolvaszt&#xE1;s</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">5 &#xE9;v garancia</span></li></ul>",https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_1/100x100/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_2/100x100/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_3/100x100/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_4/100x100/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_5/100x100/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_6/100x100/CH-S18FTXF-NG.jpg?time=1720540208,https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_1/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_2/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_3/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_4/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_5/CH-S18FTXF-NG.jpg?time=1720540208|https://www.cooperklima.hu/img/82802/CH-S18FTXF-NG_altpic_6/CH-S18FTXF-NG.jpg?time=1720540208,"2,7 kW|3,2 kW|4,6 kW",fehér,2024.10.07,A++/A+,igen,Letöltöm,Letöltöm,Letöltöm,4.0,832x555x330,970x300x225,"26,5 kg","13,5 kg",R32,INGYENES
CH-S18FTXD2-NG-WHITE,"  C&H Daytona CH-S18FTXD2-NG klímaberendezés 5,2 kW R32 - fehér
",https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-WHITE/500x500/CH-S18FTXD2-NG-WHITE.jpg?time=1715861622,,https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-WHITE_altpic_1/100x100/CH-S18FTXD2-NG-WHITE.jpg?time=1715861622|https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-WHITE_altpic_2/100x100/CH-S18FTXD2-NG-WHITE.jpg?time=1715861622,https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-WHITE_altpic_1/CH-S18FTXD2-NG-WHITE.jpg?time=1715861622|https://www.cooperklima.hu/img/82802/CH-S18FTXD2-NG-WHITE_altpic_2/CH-S18FTXD2-NG-WHITE.jpg?time=1715861622,"2,7 kW|3,5 kW|5,2 kW",fehér|fekete|ezüst,2024.10.07,A++/A+++,igen,Letöltöm,Letöltöm,Letöltöm,4.2,802x555x350,1013x307x221,"30,5 kg","13,5 kg",R32,INGYENES
CH-S12FTXD2-NG-BLACK,"  C&H Daytona CH-S12FTXD2-NG klímaberendezés 3,5 kW R32 - fekete
",https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-BLACK/500x500/CH-S12FTXD2-NG-BLACK.jpg?time=1715861608,,https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-BLACK_altpic_1/100x100/CH-S12FTXD2-NG-BLACK.jpg?time=1715861608|https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-BLACK_altpic_2/100x100/CH-S12FTXD2-NG-BLACK.jpg?time=1715861608,https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-BLACK_altpic_1/CH-S12FTXD2-NG-BLACK.jpg?time=1715861608|https://www.cooperklima.hu/img/82802/CH-S12FTXD2-NG-BLACK_altpic_2/CH-S12FTXD2-NG-BLACK.jpg?time=1715861608,"2,7 kW|3,5 kW|5,2 kW",fehér|fekete|ezüst,2024.10.07,A++/A+++,igen,Letöltöm,Letöltöm,Letöltöm,4.1,732x555x330,889x294x212,"24,5 kg",11 kg,R32,INGYENES
